symbol	company	listing_date	market_date	sector	sub_sector	open_price	close_price	low_price	high_price	volume
SYMC	Symantec Corp.	2003-03-25	2016-01-26	Information Technology	Application Software	18.90	19.23	18.90	19.26	4752400
SYY	Sysco Corp.	1986-12-31	2016-01-26	Consumer Staples	Food Distributors	39.17	39.25	39.05	39.61	3829700
T	AT&T Inc	1983-11-30	2016-01-26	Telecommunications Services	Integrated Telecommunications Services	35.03	35.40	34.93	35.57	41677100
TAP	Molson Coors Brewing Company	1976-06-30	2016-01-26	Consumer Staples	Brewers	87.77	87.76	86.93	88.74	2159200
TDC	Teradata Corp.	2007-10-01	2016-01-26	Information Technology	Application Software	22.81	22.94	22.65	23.05	1452600
TDG	TransDigm Group	2016-06-03	2016-01-26	Industrials	Aerospace & Defense	220.88	225.50	220.51	226.10	466600
TEL	TE Connectivity Ltd.	2011-10-17	2016-01-26	Information Technology	Electronic Manufacturing Services	59.73	57.02	56.80	60.06	3728100
TGNA	Tegna, Inc.	1975-12-31	2016-01-26	Consumer Discretionary	Publishing	23.30	23.48	23.15	23.52	2506900
TGT	Target Corp.	1976-12-31	2016-01-26	Consumer Discretionary	General Merchandise Stores	69.39	70.44	69.01	70.65	4052600
TIF	Tiffany & Co.		2016-01-26	Consumer Discretionary	Apparel, Accessories & Luxury Goods	61.31	62.48	60.57	62.65	1913500
TJX	TJX Companies Inc.	1985-09-30	2016-01-26	Consumer Discretionary	Apparel Retail	68.87	69.69	68.64	70.16	2226800
TMK	Torchmark Corp.	1989-04-30	2016-01-26	Financials	Life & Health Insurance	52.48	52.90	52.16	53.28	573600
TMO	Thermo Fisher Scientific		2016-01-26	Health Care	Health Care Equipment	134.59	134.10	132.07	135.06	1721600
TRIP	TripAdvisor	2011-12-21	2016-01-26	Consumer Discretionary	Internet & Direct Marketing Retail	69.92	69.69	67.44	70.44	2445300
TROW	T. Rowe Price Group		2016-01-26	Financials	Diversified Financial Services	65.77	66.65	65.44	67.65	1533300
TRV	The Travelers Companies Inc.		2016-01-26	Financials	Property & Casualty Insurance	102.26	103.25	102.18	104.00	2018200
TSCO	Tractor Supply Company	2014-01-24	2016-01-26	Consumer Discretionary	Specialty Retail	83.93	85.69	83.46	85.74	1364500
TSN	Tyson Foods		2016-01-26	Consumer Staples	Packaged Foods & Meats	51.29	52.50	51.28	52.50	3696800
TSO	Tesoro Petroleum Co.	2007-09-27	2016-01-26	Energy	Oil & Gas Refining & Marketing & Transportation	86.69	86.50	84.72	86.92	2185200
TSS	Total System Services	2008-01-02	2016-01-26	Information Technology	Internet Software & Services	45.33	46.00	45.13	46.38	1987800
TWX	Time Warner Inc.		2016-01-26	Consumer Discretionary	Broadcasting & Cable TV	70.00	71.99	70.00	72.21	5055100
TXN	Texas Instruments		2016-01-26	Information Technology	Semiconductors	50.38	50.70	50.03	51.06	7710200
TXT	Textron Inc.	1978-12-31	2016-01-26	Industrials	Industrial Conglomerates	36.98	37.73	36.89	37.81	2377600
UAA	Under Armour	2016-03-25	2016-01-26	Consumer Discretionary	Apparel, Accessories & Luxury Goods	67.11	67.36	66.09	68.40	9464400
DVA	DaVita Inc.	2008-07-31	2016-01-12	Health Care	Health Care Facilities	67.49	67.45	66.62	68.42	1151100
DVN	Devon Energy Corp.		2016-01-12	Energy	Oil & Gas Exploration & Production	27.66	25.72	24.55	27.86	14152100
EA	Electronic Arts		2016-01-12	Information Technology	Home Entertainment Software	64.66	65.62	64.64	66.09	3469400
EBAY	eBay Inc.		2016-01-12	Information Technology	Internet Software & Services	26.11	26.21	25.92	26.40	9444200
ECL	Ecolab Inc.	1989-01-31	2016-01-12	Materials	Specialty Chemicals	105.83	105.72	104.61	106.25	1349100
ED	Consolidated Edison		2016-01-12	Utilities	Electric Utilities	66.35	65.50	65.11	66.69	3140100
EFX	Equifax Inc.		2016-01-12	Industrials	Research & Consulting Services	102.47	102.42	100.96	103.15	1186100
EIX	Edison Int'l		2016-01-12	Utilities	Electric Utilities	59.28	59.40	58.34	59.57	2221700
EL	Estee Lauder Cos.		2016-01-12	Consumer Staples	Personal Products	83.52	84.23	83.06	84.27	1445600
EMN	Eastman Chemical	1994-01-01	2016-01-12	Materials	Diversified Chemicals	63.10	63.01	61.44	63.48	1002400
EMR	Emerson Electric Company	1965-03-31	2016-01-12	Industrials	Industrial Conglomerates	44.28	44.22	43.63	44.76	4136900
ENDP	Endo International	2015-01-27	2016-01-12	Health Care	Pharmaceuticals	54.32	55.04	53.59	55.69	3540800
EOG	EOG Resources		2016-01-12	Energy	Oil & Gas Exploration & Production	64.65	62.92	61.35	65.18	7124500
EQIX	Equinix	2015-03-20	2016-01-12	Real Estate	REITs	314.76	314.92	309.83	316.00	860600
EQR	Equity Residential		2016-01-12	Real Estate	REITs	80.86	79.94	79.50	80.96	2004100
EQT	EQT Corporation	2008-12-19	2016-01-12	Energy	Oil & Gas Exploration & Production	52.68	51.06	49.56	53.43	2875300
ES	Eversource Energy		2016-01-12	Utilities	MultiUtilities	51.27	51.12	50.40	51.44	1555400
ESRX	Express Scripts	2003-09-25	2016-01-12	Health Care	Health Care Distributors	86.14	85.58	85.04	86.74	4107400
ESS	Essex Property Trust, Inc.	2014-04-02	2016-01-12	Real Estate	Residential REITs	234.60	234.78	230.39	235.56	640600
ETFC	E*Trade	2004-03-31	2016-01-12	Financials	Investment Banking & Brokerage	26.92	26.98	26.52	27.04	6031000
ETN	Eaton Corporation		2016-01-12	Industrials	Industrial Conglomerates	49.73	49.95	48.85	50.09	3416100
ETR	Entergy Corp.		2016-01-12	Utilities	Electric Utilities	68.27	68.40	67.05	68.52	1890800
EVHC	Envision Healthcare Corp	2016-12-02	2016-01-12	Health Care	Health Care Services	25.21	24.04	23.66	25.91	2886300
EW	Edwards Lifesciences	2011-04-01	2016-01-12	Health Care	Health Care Equipment	76.49	77.75	76.32	77.87	1413800
EXC	Exelon Corp.		2016-01-12	Utilities	MultiUtilities	28.18	27.94	27.57	28.18	6826900
EXPD	Expeditors Int'l	2007-10-10	2016-01-12	Industrials	Air Freight & Logistics	43.30	43.50	42.79	43.56	1529000
EXPE	Expedia Inc.	2007-10-02	2016-01-12	Consumer Discretionary	Internet & Direct Marketing Retail	112.05	111.90	110.15	113.12	1847100
EXR	Extra Space Storage	2016-01-19	2016-01-12	Real Estate	Specialized REITs	91.45	90.51	90.16	91.80	1093300
F	Ford Motor		2016-01-12	Consumer Discretionary	Automobile Manufacturers	13.03	12.85	12.58	13.04	50983700
FAST	Fastenal Co	2009-09-15	2016-01-12	Industrials	Building Products	39.11	39.43	38.82	39.54	2930200
FB	Facebook	2013-12-23	2016-01-12	Information Technology	Internet Software & Services	99.00	99.37	97.55	99.96	28395400
FBHS	Fortune Brands Home & Security	2016-06-22	2016-01-12	Industrials	Building Products	50.46	49.89	49.08	50.91	1540600
FCX	Freeport-McMoran Cp & Gld		2016-01-12	Materials	Copper	4.31	4.11	3.65	4.58	141597300
FDX	FedEx Corporation	1980-12-31	2016-01-12	Industrials	Air Freight & Logistics	133.94	134.71	132.53	135.26	1484100
FE	FirstEnergy Corp		2016-01-12	Utilities	Electric Utilities	32.20	32.18	31.59	32.29	5130600
FFIV	F5 Networks	2010-12-20	2016-01-12	Information Technology	Networking Equipment	93.19	92.61	91.45	93.74	1859300
FIS	Fidelity National Information Services		2016-01-12	Information Technology	Internet Software & Services	59.96	59.99	58.94	60.19	2757500
FISV	Fiserv Inc		2016-01-12	Information Technology	Internet Software & Services	88.07	89.31	87.69	89.48	1170300
FITB	Fifth Third Bancorp		2016-01-12	Financials	Banks	18.41	18.27	17.94	18.41	8673500
FL	Foot Locker Inc	2016-04-04	2016-01-12	Consumer Discretionary	Apparel Retail	63.36	63.37	62.12	63.77	1652600
FLIR	FLIR Systems	2009-01-02	2016-01-12	Information Technology	Electronic Equipment & Instruments	31.33	31.10	30.82	31.48	1943600
FLR	Fluor Corp.	1980-03-31	2016-01-12	Industrials	Diversified Commercial Services	42.43	42.40	41.68	42.67	2145900
FLS	Flowserve Corporation	2008-10-02	2016-01-12	Industrials	Industrial Machinery	38.27	38.02	37.23	38.40	1273100
FMC	FMC Corporation	2009-08-19	2016-01-12	Materials	Diversified Chemicals	35.69	35.55	34.67	35.84	1266400
FOX	Twenty-First Century Fox Class B	2015-09-18	2016-01-12	Consumer Discretionary	Publishing	26.13	26.46	25.93	26.52	3834600
FOXA	Twenty-First Century Fox Class A	2013-07-01	2016-01-12	Consumer Discretionary	Publishing	26.04	26.42	25.87	26.56	11398600
FRT	Federal Realty Investment Trust	2016-02-01	2016-01-12	Real Estate	Retail REITs	147.38	146.41	145.26	147.38	399300
FSLR	First Solar Inc	2009-10-16	2016-01-12	Information Technology	Semiconductors	65.98	65.22	63.07	66.54	2307800
FTI	FMC Technologies Inc.	2009-06-05	2016-01-12	Energy	Oil & Gas Equipment & Services	26.20	25.25	24.72	26.20	4226400
FTR	Frontier Communications		2016-01-12	Telecommunications Services	Integrated Telecommunications Services	4.56	4.38	4.37	4.57	17140800
GD	General Dynamics		2016-01-12	Industrials	Aerospace & Defense	132.44	132.49	131.03	132.89	1516800
GE	General Electric		2016-01-12	Industrials	Industrial Conglomerates	28.76	28.64	28.34	28.88	47682800
GGP	General Growth Properties Inc.	2013-12-10	2016-01-12	Real Estate	Retail REITs	26.15	25.76	25.42	26.16	4214600
GILD	Gilead Sciences		2016-01-12	Health Care	Biotechnology	96.90	97.10	95.21	98.49	9830100
VRSK	Verisk Analytics	2015-10-08	2016-01-15	Industrials	Research & Consulting Services	70.53	72.06	70.22	72.30	1674700
VRSN	Verisign Inc.		2016-01-15	Information Technology	Internet Software & Services	73.82	74.25	72.81	74.88	1075500
VRTX	Vertex Pharmaceuticals Inc	2013-09-23	2016-01-15	Health Care	Biotechnology	98.15	97.91	95.09	100.13	3222200
VTR	Ventas Inc	2009-03-04	2016-01-15	Real Estate	REITs	53.83	54.69	53.60	54.79	2510800
VZ	Verizon Communications	1983-11-30	2016-01-15	Telecommunications Services	Integrated Telecommunications Services	44.04	44.43	43.86	44.55	27774500
WAT	Waters Corporation		2016-01-15	Health Care	Health Care Distributors	124.83	126.24	124.00	126.61	515900
WBA	Walgreens Boots Alliance	1979-12-31	2016-01-15	Consumer Staples	Drug Retail	79.48	79.93	78.95	80.75	7606700
WDC	Western Digital	2009-07-01	2016-01-15	Information Technology	Computer Storage & Peripherals	47.84	47.24	45.90	48.22	7173800
WEC	Wec Energy Group Inc	2008-10-31	2016-01-15	Utilities	Electric Utilities	52.22	52.75	52.02	52.92	2446600
WFC	Wells Fargo	1976-06-30	2016-01-15	Financials	Banks	48.59	48.82	48.13	49.64	40525900
WFM	Whole Foods Market		2016-01-15	Consumer Staples	Food Retail	29.85	29.86	29.09	30.09	9185000
WHR	Whirlpool Corp.		2016-01-15	Consumer Discretionary	Household Appliances	129.97	128.64	125.69	130.72	1461300
WM	Waste Management Inc.		2016-01-15	Industrials	Environmental Services	51.92	51.52	51.05	52.11	3406100
WMB	Williams Cos.	1975-03-31	2016-01-15	Energy	Oil & Gas Exploration & Production	15.78	16.10	15.62	18.00	24055800
WMT	Wal-Mart Stores	1982-08-31	2016-01-15	Consumer Staples	Hypermarkets & Super Centers	61.55	61.93	61.26	62.47	15102900
WRK	WestRock Company		2016-01-15	Materials	Paper Packaging	37.55	37.05	36.90	38.16	2434400
WU	Western Union Co		2016-01-15	Information Technology	Internet Software & Services	16.66	16.64	16.35	16.83	5332800
WY	Weyerhaeuser Corp.		2016-01-15	Real Estate	REITs	25.92	25.82	25.53	26.17	5296800
WYN	Wyndham Worldwide		2016-01-15	Consumer Discretionary	Hotels, Resorts & Cruise Lines	64.86	65.41	63.99	66.15	1756500
WYNN	Wynn Resorts Ltd	2008-11-14	2016-01-15	Consumer Discretionary	Casinos & Gaming	53.16	58.37	52.05	59.13	10514900
XEC	Cimarex Energy	2014-06-21	2016-01-15	Energy	Oil & Gas Exploration & Production	83.15	84.32	78.47	84.77	2362800
XEL	Xcel Energy Inc		2016-01-15	Utilities	MultiUtilities	36.23	36.50	35.99	36.73	3878500
XL	XL Capital		2016-01-15	Financials	Property & Casualty Insurance	34.58	35.50	34.58	35.68	3670400
XLNX	Xilinx Inc		2016-01-15	Information Technology	Semiconductors	41.05	42.81	40.44	42.96	7656800
XOM	Exxon Mobil Corp.		2016-01-15	Energy	Integrated Oil & Gas	76.33	77.58	76.30	78.17	27985300
XRAY	Dentsply Sirona	2008-11-14	2016-01-15	Health Care	Health Care Supplies	55.47	56.49	55.33	56.81	1672200
XRX	Xerox Corp.		2016-01-15	Information Technology	IT Consulting & Other Services	8.93	9.10	8.84	9.12	9441500
XYL	Xylem Inc.	2011-11-01	2016-01-15	Industrials	Industrial Conglomerates	32.73	32.98	32.61	33.10	1260300
YHOO	Yahoo Inc.		2016-01-15	Information Technology	Internet Software & Services	29.28	29.14	28.59	29.77	17352000
YUM	Yum! Brands Inc	1997-10-06	2016-01-15	Consumer Discretionary	Restaurants	68.25	67.09	66.76	68.78	9485800
ZBH	Zimmer Biomet Holdings		2016-01-15	Health Care	Health Care Equipment	100.23	101.08	99.25	102.31	1516100
ZION	Zions Bancorp		2016-01-15	Financials	Regional Banks	22.07	22.34	21.84	22.42	6297900
ZTS	Zoetis	2013-06-21	2016-01-15	Health Care	Pharmaceuticals	43.00	43.38	42.77	43.85	4519100
AIV	Apartment Investment & Mgmt		2016-01-15	Real Estate	REITs	37.22	37.81	37.01	37.94	1758500
A	Agilent Technologies Inc		2016-01-19	Health Care	Health Care Equipment	37.64	37.20	36.79	37.92	2506500
AAL	American Airlines Group	2015-03-23	2016-01-19	Industrials	Airlines	39.59	38.86	38.21	39.78	10505900
AAP	Advance Auto Parts	2015-07-09	2016-01-19	Consumer Discretionary	Automotive Retail	145.09	144.62	142.90	146.44	1184000
AAPL	Apple Inc.	1982-11-30	2016-01-19	Information Technology	Computer Hardware	98.41	96.66	95.50	98.65	53087700
ABBV	AbbVie	2012-12-31	2016-01-19	Health Care	Pharmaceuticals	57.53	54.99	54.23	57.73	13644500
ABC	AmerisourceBergen Corp		2016-01-19	Health Care	Health Care Distributors	93.29	92.54	91.59	93.34	3424200
ABT	Abbott Laboratories	1964-03-31	2016-01-19	Health Care	Health Care Equipment	41.10	40.43	40.13	41.32	7997300
ACN	Accenture plc	2011-07-06	2016-01-19	Information Technology	IT Consulting & Other Services	100.16	101.38	99.78	101.95	3477500
ADBE	Adobe Systems Inc	1997-05-05	2016-01-19	Information Technology	Application Software	90.29	89.18	88.37	91.40	3680600
ADI	Analog Devices, Inc.		2016-01-19	Information Technology	Semiconductors	50.33	49.39	48.49	50.98	3707100
ADM	Archer-Daniels-Midland Co	1981-07-29	2016-01-19	Consumer Staples	Agricultural Products	31.94	30.51	30.29	32.05	8756900
ADP	Automatic Data Processing	1981-03-31	2016-01-19	Information Technology	Internet Software & Services	78.92	79.11	78.26	79.46	2523000
ADS	Alliance Data Systems	2013-12-23	2016-01-19	Information Technology	Data Processing & Outsourced Services	255.21	251.97	248.49	257.05	778000
ADSK	Autodesk Inc	1989-12-01	2016-01-19	Information Technology	Application Software	49.40	47.59	47.08	49.89	3473100
AEE	Ameren Corp	1991-09-19	2016-01-19	Utilities	MultiUtilities	44.00	43.45	43.14	44.00	4015400
AEP	American Electric Power		2016-01-19	Utilities	Electric Utilities	59.00	59.57	58.70	59.72	3620700
AES	AES Corp		2016-01-19	Utilities	Independent Power Producers & Energy Traders	8.64	8.72	8.43	8.82	8836700
AET	Aetna Inc	1976-06-30	2016-01-19	Health Care	Managed Health Care	105.67	104.84	104.32	106.95	6193200
AFL	AFLAC Inc		2016-01-19	Financials	Life & Health Insurance	57.08	56.49	56.11	57.27	2764900
AGN	Allergan, Plc		2016-01-19	Health Care	Pharmaceuticals	297.30	291.79	288.85	300.78	2893200
AIG	American International Group, Inc.	1980-03-31	2016-01-19	Financials	Property & Casualty Insurance	56.53	56.16	55.84	57.09	10187800
QCOM	QUALCOMM Inc.		2016-01-04	Information Technology	Semiconductors	49.43	50.12	48.91	50.18	12571300
QRVO	Qorvo	2015-06-11	2016-01-04	Information Technology	Semiconductors	49.68	50.72	48.72	50.80	1544100
R	Ryder System	1982-12-31	2016-01-04	Industrials	Industrial Conglomerates	55.95	56.90	55.25	57.20	1119900
RAI	Reynolds American Inc.		2016-01-04	Consumer Staples	Tobacco	45.42	45.20	44.69	45.76	4650100
RCL	Royal Caribbean Cruises Ltd	2014-12-05	2016-01-04	Consumer Discretionary	Hotels, Resorts & Cruise Lines	99.60	98.14	96.69	99.81	3132400
REGN	Regeneron	2013-05-01	2016-01-04	Health Care	Biotechnology	531.76	516.55	507.10	532.91	1025800
RF	Regions Financial Corp.		2016-01-04	Financials	Diversified Financial Services	9.35	9.44	9.30	9.48	17834000
RHI	Robert Half International		2016-01-04	Industrials	Human Resource & Employment Services	46.40	46.14	45.68	46.41	959400
RHT	Red Hat Inc.	2009-07-27	2016-01-04	Information Technology	Systems Software	81.68	81.71	80.64	81.71	1854300
RIG	Transocean	2013-10-29	2016-01-04	Energy	Oil & Gas Drilling	12.32	12.55	11.92	12.58	11197100
RL	Polo Ralph Lauren Corp.	2007-02-02	2016-01-04	Consumer Discretionary	Apparel, Accessories & Luxury Goods	109.99	111.56	108.01	111.72	1358500
ROK	Rockwell Automation Inc.		2016-01-04	Industrials	Industrial Conglomerates	100.71	101.52	99.03	101.55	1429300
ROP	Roper Industries	2009-12-23	2016-01-04	Industrials	Industrial Conglomerates	186.38	186.51	184.26	187.24	514300
ROST	Ross Stores	2009-12-21	2016-01-04	Consumer Discretionary	Apparel Retail	53.00	54.37	52.50	54.37	4145700
RRC	Range Resources Corp.	2007-12-21	2016-01-04	Energy	Oil & Gas Exploration & Production	24.59	25.75	24.35	25.86	5801000
RSG	Republic Services Inc	2008-12-05	2016-01-04	Industrials	Industrial Conglomerates	43.42	43.14	42.91	43.46	1920200
RTN	Raytheon Co.		2016-01-04	Industrials	Aerospace & Defense	122.51	122.61	121.35	122.99	1944800
SBUX	Starbucks Corp.		2016-01-04	Consumer Discretionary	Restaurants	58.77	58.26	57.60	58.83	13521500
SCG	SCANA Corp	2009-01-02	2016-01-04	Utilities	MultiUtilities	60.51	60.67	59.78	60.70	1104800
SCHW	Charles Schwab Corporation		2016-01-04	Financials	Investment Banking & Brokerage	31.95	31.98	31.47	32.08	9605700
SE	Spectra Energy Corp.		2016-01-04	Energy	Oil & Gas Refining & Marketing & Transportation	24.02	24.74	23.82	24.74	7733600
SEE	Sealed Air		2016-01-04	Materials	Paper Packaging	43.70	43.04	42.53	43.72	1697500
SHW	Sherwin-Williams	1964-06-30	2016-01-04	Materials	Specialty Chemicals	257.31	254.75	251.11	260.04	1135000
SIG	Signet Jewelers	2015-07-29	2016-01-04	Consumer Discretionary	Specialty Stores	121.91	124.83	121.36	125.52	2173400
SJM	JM Smucker	2008-11-06	2016-01-04	Consumer Staples	Packaged Foods & Meats	121.60	122.38	121.25	122.57	1183000
SLB	Schlumberger Ltd.	1965-03-31	2016-01-04	Energy	Oil & Gas Equipment & Services	69.45	69.18	67.96	70.02	9160200
SLG	SL Green Realty	2015-03-20	2016-01-04	Real Estate	Office REITs	111.81	110.08	109.19	111.81	479200
SNA	Snap-On Inc.	1982-09-30	2016-01-04	Consumer Discretionary	Household Appliances	168.79	168.53	166.50	169.50	413800
SNI	Scripps Networks Interactive Inc.	2008-07-01	2016-01-04	Consumer Discretionary	Broadcasting & Cable TV	54.22	53.84	53.13	55.11	1482900
SO	Southern Co.		2016-01-04	Utilities	Electric Utilities	46.42	47.03	46.25	47.07	6946500
SPG	Simon Property Group Inc		2016-01-04	Real Estate	REITs	192.31	192.34	190.28	192.90	1445500
SPGI	S&P Global, Inc.		2016-01-04	Financials	Diversified Financial Services	96.56	94.80	93.63	96.64	2145300
SPLS	Staples Inc.		2016-01-04	Consumer Discretionary	Specialty Stores	9.35	9.52	9.25	9.53	8084400
SRCL	Stericycle Inc	2008-11-19	2016-01-04	Industrials	Industrial Conglomerates	119.21	117.87	116.90	119.44	847400
SRE	Sempra Energy		2016-01-04	Utilities	MultiUtilities	93.16	93.18	92.37	93.25	1490300
STI	SunTrust Banks	1988-05-31	2016-01-04	Financials	Banks	41.86	41.58	41.12	42.04	4936500
STT	State Street Corp.		2016-01-04	Financials	Diversified Financial Services	64.77	65.14	64.14	65.18	2589200
STX	Seagate Technology	2012-07-02	2016-01-04	Information Technology	Computer Storage & Peripherals	36.03	36.27	35.11	36.43	4653200
STZ	Constellation Brands		2016-01-04	Consumer Staples	Distillers & Vintners	141.03	140.69	138.45	141.08	1765900
SWK	Stanley Black & Decker	1982-09-30	2016-01-04	Consumer Discretionary	Household Appliances	104.94	104.87	103.66	105.00	1304500
SWKS	Skyworks Solutions	2015-03-12	2016-01-04	Information Technology	Semiconductors	75.01	77.93	74.91	78.00	3848000
SWN	Southwestern Energy	2008-06-06	2016-01-04	Energy	Oil & Gas Exploration & Production	7.03	7.71	6.89	7.79	27031600
SYF	Synchrony Financial	2015-11-18	2016-01-04	Financials	Consumer Finance	29.98	29.94	29.38	30.01	8771100
SYK	Stryker Corp.		2016-01-04	Health Care	Health Care Equipment	91.47	90.02	89.56	91.54	2089900
SYMC	Symantec Corp.	2003-03-25	2016-01-04	Information Technology	Application Software	20.55	20.84	20.36	20.85	5265200
SYY	Sysco Corp.	1986-12-31	2016-01-04	Consumer Staples	Food Distributors	40.53	40.61	40.28	40.67	5885400
T	AT&T Inc	1983-11-30	2016-01-04	Telecommunications Services	Integrated Telecommunications Services	34.08	34.35	34.00	34.35	31779500
TAP	Molson Coors Brewing Company	1976-06-30	2016-01-04	Consumer Staples	Brewers	92.97	92.29	91.43	92.97	2293700
TDC	Teradata Corp.	2007-10-01	2016-01-04	Information Technology	Application Software	25.98	26.25	25.62	26.30	2010400
TDG	TransDigm Group	2016-06-03	2016-01-04	Industrials	Aerospace & Defense	228.20	229.86	224.12	230.87	838500
TEL	TE Connectivity Ltd.	2011-10-17	2016-01-04	Information Technology	Electronic Manufacturing Services	63.47	63.44	62.53	63.67	2872200
TGNA	Tegna, Inc.	1975-12-31	2016-01-04	Consumer Discretionary	Publishing	25.02	24.85	24.55	25.06	1725000
TGT	Target Corp.	1976-12-31	2016-01-04	Consumer Discretionary	General Merchandise Stores	71.84	73.55	71.53	73.71	8233300
TIF	Tiffany & Co.		2016-01-04	Consumer Discretionary	Apparel, Accessories & Luxury Goods	76.29	74.52	73.61	76.29	2483000
UAL	United Continental Holdings	2015-09-03	2016-01-26	Industrials	Airlines	46.83	47.23	46.31	47.27	5602800
UDR	UDR Inc	2016-03-07	2016-01-26	Real Estate	Residential REITs	35.47	36.55	35.44	36.55	1681100
UHS	Universal Health Services, Inc.	2014-09-20	2016-01-26	Health Care	Health Care Facilities	108.78	111.90	108.55	112.60	741500
ULTA	Ulta Salon Cosmetics & Fragrance Inc	2016-04-18	2016-01-26	Consumer Discretionary	Specialty Stores	176.58	179.13	175.67	179.95	815300
UNH	United Health Group Inc.	1994-07-01	2016-01-26	Health Care	Managed Health Care	112.91	113.96	111.76	114.18	4592500
UNM	Unum Group	1994-03-01	2016-01-26	Financials	Diversified Financial Services	27.57	27.81	27.57	28.23	1531000
UNP	Union Pacific		2016-01-26	Industrials	Railroads	69.34	70.04	69.11	70.47	6741200
UPS	United Parcel Service		2016-01-26	Industrials	Air Freight & Logistics	89.92	90.93	89.88	91.32	2307700
URBN	Urban Outfitters	2010-02-08	2016-01-26	Consumer Discretionary	Apparel Retail	21.42	22.16	21.40	22.29	990400
URI	United Rentals, Inc.	2014-09-20	2016-01-26	Industrials	Trading Companies & Distributors	55.25	56.89	54.71	56.93	2555800
USB	U.S. Bancorp		2016-01-26	Financials	Banks	38.44	39.02	38.29	39.27	7659000
UTX	United Technologies		2016-01-26	Industrials	Industrial Conglomerates	85.29	85.65	85.21	86.47	7393800
V	Visa Inc.	2009-12-21	2016-01-26	Information Technology	Internet Software & Services	72.18	71.88	71.55	72.27	7500200
VAR	Varian Medical Systems	2007-02-12	2016-01-26	Health Care	Health Care Equipment	75.78	77.06	75.52	77.44	865600
VFC	V.F. Corp.	1979-06-30	2016-01-26	Consumer Discretionary	Apparel, Accessories & Luxury Goods	58.21	58.75	58.00	59.22	2494900
VIAB	Viacom Inc.		2016-01-26	Consumer Discretionary	Broadcasting & Cable TV	42.06	43.86	42.06	44.62	6049100
VLO	Valero Energy		2016-01-26	Energy	Oil & Gas Refining & Marketing & Transportation	66.49	67.71	65.51	67.74	5989200
VMC	Vulcan Materials		2016-01-26	Materials	Construction Materials	83.09	84.23	82.64	84.28	773900
VNO	Vornado Realty Trust		2016-01-26	Real Estate	REITs	90.37	92.06	90.07	92.07	974500
VRSK	Verisk Analytics	2015-10-08	2016-01-26	Industrials	Research & Consulting Services	70.19	71.20	69.97	71.31	787000
VRSN	Verisign Inc.		2016-01-26	Information Technology	Internet Software & Services	75.01	75.15	74.27	75.64	587200
VRTX	Vertex Pharmaceuticals Inc	2013-09-23	2016-01-26	Health Care	Biotechnology	92.70	92.20	90.47	93.43	2561800
VTR	Ventas Inc	2009-03-04	2016-01-26	Real Estate	REITs	55.03	55.94	55.03	56.12	2386300
VZ	Verizon Communications	1983-11-30	2016-01-26	Telecommunications Services	Integrated Telecommunications Services	47.13	48.25	47.05	48.27	22620900
WAT	Waters Corporation		2016-01-26	Health Care	Health Care Distributors	124.63	122.55	121.08	125.30	2041500
WBA	Walgreens Boots Alliance	1979-12-31	2016-01-26	Consumer Staples	Drug Retail	78.80	79.44	78.80	79.80	3559400
WDC	Western Digital	2009-07-01	2016-01-26	Information Technology	Computer Storage & Peripherals	42.69	45.34	42.47	46.50	7895000
WEC	Wec Energy Group Inc	2008-10-31	2016-01-26	Utilities	Electric Utilities	53.36	53.86	53.24	54.25	2337800
WFC	Wells Fargo	1976-06-30	2016-01-26	Financials	Banks	47.75	48.26	47.66	48.56	18895100
WFM	Whole Foods Market		2016-01-26	Consumer Staples	Food Retail	28.89	29.11	28.73	29.31	4087600
WHR	Whirlpool Corp.		2016-01-26	Consumer Discretionary	Household Appliances	133.76	134.25	132.94	136.68	1071100
WM	Waste Management Inc.		2016-01-26	Industrials	Environmental Services	52.19	52.29	51.98	52.57	1990900
WMB	Williams Cos.	1975-03-31	2016-01-26	Energy	Oil & Gas Exploration & Production	18.94	20.42	18.28	20.66	18496800
WMT	Wal-Mart Stores	1982-08-31	2016-01-26	Consumer Staples	Hypermarkets & Super Centers	63.36	64.00	63.26	64.47	9441200
WRK	WestRock Company		2016-01-26	Materials	Paper Packaging	32.40	32.08	31.86	32.94	2887300
WU	Western Union Co		2016-01-26	Information Technology	Internet Software & Services	16.99	17.30	16.94	17.36	2909400
WY	Weyerhaeuser Corp.		2016-01-26	Real Estate	REITs	24.67	24.75	24.50	24.97	4763200
WYN	Wyndham Worldwide		2016-01-26	Consumer Discretionary	Hotels, Resorts & Cruise Lines	63.94	65.37	63.42	65.82	1617800
WYNN	Wynn Resorts Ltd	2008-11-14	2016-01-26	Consumer Discretionary	Casinos & Gaming	61.64	63.41	59.66	63.74	3065100
XEC	Cimarex Energy	2014-06-21	2016-01-26	Energy	Oil & Gas Exploration & Production	77.91	81.37	74.77	81.50	1593200
XEL	Xcel Energy Inc		2016-01-26	Utilities	MultiUtilities	36.65	36.77	36.40	37.09	2708800
XL	XL Capital		2016-01-26	Financials	Property & Casualty Insurance	34.74	34.92	34.71	35.13	2261800
XLNX	Xilinx Inc		2016-01-26	Information Technology	Semiconductors	47.58	48.35	47.37	48.40	3506700
XOM	Exxon Mobil Corp.		2016-01-26	Energy	Integrated Oil & Gas	74.77	76.70	74.25	76.77	18724700
